:START_ID,DATA,:END_ID,:TYPE
MO_100001_162,NONE,MO_1_12949,MAP
MO_100001_162,NONE,VMR_2_153269,MAP
MO_100001_163,NONE,MO_1_12950,MAP
MO_100001_163,NONE,VMR_2_153270,MAP
MO_100001_164,NONE,MO_1_12951,MAP
MO_100001_164,NONE,VMR_2_153271,MAP
MO_100001_165,NONE,MO_1_12952,MAP
MO_100001_165,NONE,VMR_2_153272,MAP
MO_100001_166,NONE,MO_1_12953,MAP
MO_100001_166,NONE,VMR_2_153273,MAP
MO_100001_167,NONE,MO_1_12954,MAP
MO_100001_167,NONE,VMR_2_153274,MAP
MO_100001_168,NONE,MO_1_12957,MAP
MO_100001_168,NONE,VMR_2_153277,MAP
MO_100001_169,NONE,MO_1_12958,MAP
MO_100001_169,NONE,VMR_2_153278,MAP
MO_100001_170,NONE,MO_1_12959,MAP
MO_100001_170,NONE,VMR_2_153279,MAP
MO_100001_171,NONE,MO_1_12960,MAP
MO_100001_171,NONE,VMR_2_153280,MAP
MO_100001_172,NONE,MO_1_12961,MAP
MO_100001_172,NONE,VMR_2_153281,MAP
MO_100001_173,NONE,MO_1_26312,MAP
MO_100001_173,NONE,VMR_2_153846,MAP
MO_100001_174,NONE,MO_1_26313,MAP
MO_100001_174,NONE,VMR_2_153847,MAP
MO_100001_175,NONE,MO_1_26314,MAP
MO_100001_175,NONE,VMR_2_153848,MAP
MO_100001_176,NONE,MO_1_26315,MAP
MO_100001_176,NONE,VMR_2_153849,MAP
MO_100001_177,NONE,MO_1_26316,MAP
MO_100001_177,NONE,VMR_2_153850,MAP
MO_100001_178,NONE,MO_1_26317,MAP
MO_100001_178,NONE,VMR_2_153851,MAP
MO_100001_179,NONE,MO_1_26318,MAP
MO_100001_179,NONE,VMR_2_153852,MAP
MO_100001_180,NONE,MO_1_26319,MAP
MO_100001_180,NONE,VMR_2_153853,MAP
MO_100001_181,NONE,MO_1_26320,MAP
MO_100001_181,NONE,VMR_2_153854,MAP
MO_100001_182,NONE,MO_1_26321,MAP
MO_100001_182,NONE,VMR_2_153855,MAP
MO_100001_183,NONE,MO_1_26322,MAP
MO_100001_183,NONE,VMR_2_153856,MAP
MO_100001_184,NONE,MO_1_26323,MAP
MO_100001_184,NONE,VMR_2_153857,MAP
MO_100001_185,NONE,MO_1_26324,MAP
MO_100001_185,NONE,VMR_2_153858,MAP
MO_100001_186,NONE,MO_1_26325,MAP
MO_100001_186,NONE,VMR_2_153859,MAP
MO_100001_187,NONE,MO_1_26326,MAP
MO_100001_187,NONE,VMR_2_153860,MAP
MO_100001_188,NONE,MO_1_26327,MAP
MO_100001_188,NONE,VMR_2_153861,MAP
MO_100001_189,NONE,MO_1_26328,MAP
MO_100001_189,NONE,VMR_2_153862,MAP
MO_100001_190,NONE,MO_1_26329,MAP
MO_100001_190,NONE,VMR_2_153863,MAP
MO_100001_191,NONE,MO_1_26330,MAP
MO_100001_191,NONE,VMR_2_153864,MAP
MO_100001_192,NONE,MO_1_26331,MAP
MO_100001_192,NONE,VMR_2_153865,MAP
MO_100001_193,NONE,MO_1_26332,MAP
MO_100001_193,NONE,VMR_2_153866,MAP
MO_100001_194,NONE,MO_1_26333,MAP
MO_100001_194,NONE,VMR_2_153867,MAP
MO_100001_195,NONE,MO_1_26354,MAP
MO_100001_195,NONE,VMR_2_153888,MAP
MO_100001_196,NONE,MO_1_26355,MAP
MO_100001_196,NONE,VMR_2_153889,MAP
MO_100001_197,NONE,MO_1_26356,MAP
MO_100001_197,NONE,VMR_2_153890,MAP
MO_100001_198,NONE,MO_1_26357,MAP
MO_100001_198,NONE,VMR_2_153891,MAP
MO_100001_199,NONE,MO_1_26358,MAP
MO_100001_199,NONE,VMR_2_153892,MAP
MO_100001_200,NONE,MO_1_26359,MAP
MO_100001_200,NONE,VMR_2_153893,MAP
MO_100001_201,NONE,MO_1_26360,MAP
MO_100001_201,NONE,VMR_2_153894,MAP
MO_100001_202,NONE,MO_1_26361,MAP
MO_100001_202,NONE,VMR_2_153895,MAP
MO_100001_203,NONE,MO_1_26362,MAP
MO_100001_203,NONE,VMR_2_153896,MAP
MO_100001_204,NONE,MO_1_26363,MAP
MO_100001_204,NONE,VMR_2_153897,MAP
MO_100001_205,NONE,MO_1_26364,MAP
MO_100001_205,NONE,VMR_2_153898,MAP
MO_100001_206,NONE,MO_1_26365,MAP
MO_100001_206,NONE,VMR_2_153899,MAP
MO_100001_207,NONE,MO_1_26366,MAP
MO_100001_207,NONE,VMR_2_153900,MAP
MO_100001_208,NONE,MO_1_26367,MAP
MO_100001_208,NONE,VMR_2_153901,MAP
MO_100001_209,NONE,MO_1_26368,MAP
MO_100001_209,NONE,VMR_2_153902,MAP
MO_100001_210,NONE,MO_1_26369,MAP
MO_100001_210,NONE,VMR_2_153903,MAP
MO_100001_211,NONE,MO_1_26370,MAP
MO_100001_211,NONE,VMR_2_153904,MAP
MO_100001_212,NONE,MO_1_8887,MAP
MO_100001_212,NONE,VMR_2_162062,MAP
MO_100001_213,NONE,MO_1_8888,MAP
MO_100001_213,NONE,VMR_2_162063,MAP
MO_100001_214,NONE,MO_1_8889,MAP
MO_100001_214,NONE,VMR_2_162064,MAP
MO_100001_215,NONE,MO_1_8890,MAP
MO_100001_215,NONE,VMR_2_162065,MAP
MO_100001_216,NONE,MO_1_8891,MAP
MO_100001_216,NONE,VMR_2_162066,MAP
MO_100001_217,NONE,MO_1_8892,MAP
MO_100001_217,NONE,VMR_2_162067,MAP
MO_100001_218,NONE,MO_1_8893,MAP
MO_100001_218,NONE,VMR_2_162068,MAP
MO_100001_219,NONE,MO_1_8894,MAP
MO_100001_219,NONE,VMR_2_162069,MAP
MO_100001_220,NONE,MO_1_8895,MAP
MO_100001_220,NONE,VMR_2_162070,MAP
MO_100001_221,NONE,MO_1_8896,MAP
MO_100001_221,NONE,VMR_2_162071,MAP
MO_100001_222,NONE,MO_1_8897,MAP
MO_100001_222,NONE,VMR_2_162072,MAP
MO_100001_223,NONE,MO_1_8923,MAP
MO_100001_223,NONE,VMR_2_162098,MAP
MO_100001_224,NONE,MO_1_8924,MAP
MO_100001_224,NONE,VMR_2_162099,MAP
MO_100001_225,NONE,MO_1_8925,MAP
MO_100001_225,NONE,VMR_2_162100,MAP
MO_100001_226,NONE,MO_1_8926,MAP
MO_100001_226,NONE,VMR_2_162101,MAP
MO_100001_227,NONE,MO_1_8927,MAP
MO_100001_227,NONE,VMR_2_162102,MAP
MO_100001_228,NONE,MO_1_8928,MAP
MO_100001_228,NONE,VMR_2_162103,MAP
MO_100001_229,NONE,MO_1_8929,MAP
MO_100001_229,NONE,VMR_2_162104,MAP
MO_100001_230,NONE,MO_1_8930,MAP
MO_100001_230,NONE,VMR_2_162105,MAP
MO_100001_231,NONE,MO_1_8931,MAP
MO_100001_231,NONE,VMR_2_162106,MAP
MO_100001_232,NONE,MO_1_8932,MAP
MO_100001_232,NONE,VMR_2_162107,MAP
MO_100001_233,NONE,MO_1_8933,MAP
MO_100001_233,NONE,VMR_2_162108,MAP
MO_100001_234,NONE,MO_1_8934,MAP
MO_100001_234,NONE,VMR_2_162109,MAP
MO_100001_235,NONE,MO_1_8935,MAP
MO_100001_235,NONE,VMR_2_162110,MAP
MO_100001_236,NONE,MO_1_8936,MAP
MO_100001_236,NONE,VMR_2_162111,MAP
MO_100001_237,NONE,MO_1_8938,MAP
MO_100001_237,NONE,VMR_2_162113,MAP
MO_100001_238,NONE,MO_1_8939,MAP
MO_100001_238,NONE,VMR_2_162114,MAP
MO_100001_239,NONE,MO_1_8940,MAP
MO_100001_239,NONE,VMR_2_162115,MAP
MO_100001_240,NONE,MO_1_8941,MAP
MO_100001_240,NONE,VMR_2_162116,MAP
MO_100001_241,NONE,MO_1_8942,MAP
MO_100001_241,NONE,VMR_2_162117,MAP
MO_100001_242,NONE,MO_1_8943,MAP
MO_100001_242,NONE,VMR_2_162118,MAP
MO_100001_243,NONE,MO_1_8944,MAP
MO_100001_243,NONE,VMR_2_162119,MAP
MO_100001_244,NONE,MO_1_8957,MAP
MO_100001_244,NONE,VMR_2_162132,MAP
MO_100001_245,NONE,MO_1_8958,MAP
MO_100001_245,NONE,VMR_2_162133,MAP
MO_100001_246,NONE,MO_1_8959,MAP
MO_100001_246,NONE,VMR_2_162134,MAP
MO_100001_247,NONE,MO_1_8960,MAP
MO_100001_247,NONE,VMR_2_162135,MAP
