:START_ID,DATA,:END_ID,:TYPE
MO_100001_155,NONE,VMR_9_4,MAP
MO_100001_156,NONE,MO_4_e,MAP
MO_100001_156,NONE,VMR_9_4,MAP
MO_100001_157,NONE,MO_4_e,MAP
MO_100001_157,NONE,VMR_9_4,MAP
MO_100001_158,NONE,MO_4_e,MAP
MO_100001_158,NONE,VMR_9_4,MAP
MO_100001_159,NONE,MO_4_e,MAP
MO_100001_159,NONE,VMR_9_4,MAP
MO_100001_160,NONE,MO_4_e,MAP
MO_100001_160,NONE,VMR_9_4,MAP
MO_100001_161,NONE,MO_4_e,MAP
MO_100001_161,NONE,VMR_9_4,MAP
MO_100001_162,NONE,MO_4_e,MAP
MO_100001_162,NONE,VMR_9_4,MAP
MO_100001_163,NONE,MO_4_e,MAP
MO_100001_163,NONE,VMR_9_4,MAP
MO_100001_164,NONE,MO_4_e,MAP
MO_100001_164,NONE,VMR_9_4,MAP
MO_100001_165,NONE,MO_4_e,MAP
MO_100001_165,NONE,VMR_9_4,MAP
MO_100001_166,NONE,MO_4_e,MAP
MO_100001_166,NONE,VMR_9_4,MAP
MO_100001_167,NONE,MO_4_e,MAP
MO_100001_167,NONE,VMR_9_4,MAP
MO_100001_168,NONE,MO_4_e,MAP
MO_100001_168,NONE,VMR_9_4,MAP
MO_100001_169,NONE,MO_4_e,MAP
MO_100001_169,NONE,VMR_9_4,MAP
MO_100001_170,NONE,MO_4_e,MAP
MO_100001_170,NONE,VMR_9_4,MAP
MO_100001_171,NONE,MO_4_e,MAP
MO_100001_171,NONE,VMR_9_4,MAP
MO_100001_172,NONE,MO_4_e,MAP
MO_100001_172,NONE,VMR_9_4,MAP
MO_100001_173,NONE,MO_4_e,MAP
MO_100001_173,NONE,VMR_9_4,MAP
MO_100001_174,NONE,MO_4_e,MAP
MO_100001_174,NONE,VMR_9_4,MAP
MO_100001_175,NONE,MO_4_e,MAP
MO_100001_175,NONE,VMR_9_4,MAP
MO_100001_176,NONE,MO_4_e,MAP
MO_100001_176,NONE,VMR_9_4,MAP
MO_100001_177,NONE,MO_4_e,MAP
MO_100001_177,NONE,VMR_9_4,MAP
MO_100001_178,NONE,MO_4_e,MAP
MO_100001_178,NONE,VMR_9_4,MAP
MO_100001_179,NONE,MO_4_e,MAP
MO_100001_179,NONE,VMR_9_4,MAP
MO_100001_180,NONE,MO_4_e,MAP
